,OBJECTID,equipamien,x,y,identifica,codvia,numportal,telefono,geo_shape,geo_point_2d,grupo,geo_shape_2d,icono
66,24414,EVAP. ASOCIACIÓN DE EMPRESARIAS Y PROFESIONALES DE VALENCIA,725684.186,4372037.409,9613,0,100,963511719.0,"{""coordinates"": [-0.37649222981354596, 39.4683482415897], ""type"": ""Point""}","39.4683482415897, -0.37649222981354596",mujer,"[39.4683482415897, -0.37649222981354596]",user-injured
1,23495,MULTICENTRO SOCIAL DE BENICALAP,724728.536,4374726.136,10094,26460,2,96.0,"{""coordinates"": [-0.38668433672189584, 39.492800082290216], ""type"": ""Point""}","39.492800082290216, -0.38668433672189584",sin_hogar,"[39.492800082290216, -0.38668433672189584]",pills
2,23685,CAST - CENTRO MUNICIPAL DE ATENCIÓN A PERSONAS SIN HOGAR,725425.6875159,4373421.77087033,3315,71520,3acc.,962084747.0,"{""coordinates"": [-0.3790263725052295, 39.48087685575575], ""type"": ""Point""}","39.48087685575575, -0.3790263725052295",sin_hogar,"[39.48087685575575, -0.3790263725052295]",pills
4,24106,ASOCIACIÓN VALENCIANA DE CARIDAD,724764.333,4373124.655,1488,56340,9,963911726.0,"{""coordinates"": [-0.38680842788834885, 39.478375462530614], ""type"": ""Point""}","39.478375462530614, -0.38680842788834885",sin_hogar,"[39.478375462530614, -0.38680842788834885]",pills
6,24278,CENTRO DE ATENCION A EMERGENCIAS SOCIALES,723677.279,4371860.47,10214,69810,1,,"{""coordinates"": [-0.39985858426054594, 39.46727937379004], ""type"": ""Point""}","39.46727937379004, -0.39985858426054594",sin_hogar,"[39.46727937379004, -0.39985858426054594]",pills
8,23816,PROTECTO SUEÑA,724978.732,4372618.878,10189,41400,5,692981861.0,"{""coordinates"": [-0.3844887926667053, 39.4737668315363], ""type"": ""Point""}","39.4737668315363, -0.3844887926667053",sin_hogar,"[39.4737668315363, -0.3844887926667053]",pills
11,24457,ASOCIACIÓN NATANIA,724978.732,4372618.878,10095,41400,5,685865251.0,"{""coordinates"": [-0.3844887926667053, 39.4737668315363], ""type"": ""Point""}","39.4737668315363, -0.3844887926667053",sin_hogar,"[39.4737668315363, -0.3844887926667053]",pills
12,21994,ASOCIACION DE VOLUNTARIOS SAN JUAN DE DIOS,725901.22,4374240.408,2028,43230,8,963665070.0,"{""coordinates"": [-0.3732255121126042, 39.488120789405706], ""type"": ""Point""}","39.488120789405706, -0.3732255121126042",sin_hogar,"[39.488120789405706, -0.3732255121126042]",pills
13,23482,GRUPO ESPECIAL DE AYUDA AL CIUDADANO - GEAC,725310.04,4373213.25,5448,38070,S/N,962084757.0,"{""coordinates"": [-0.3804401590660576, 39.47903023392284], ""type"": ""Point""}","39.47903023392284, -0.3804401590660576",sin_hogar,"[39.47903023392284, -0.3804401590660576]",pills
15,24396,RED DE APOYO A LA INSERCIÓN SOCIO-LABORAL - RAIS,725889.263,4373161.003,6737,20310,2,963153810.0,"{""coordinates"": [-0.3737301238378869, 39.478408076097956], ""type"": ""Point""}","39.478408076097956, -0.3737301238378869",sin_hogar,"[39.478408076097956, -0.3737301238378869]",pills
16,24397,VIVIENDA TUTELADA PARA TRANSEÚNTES - BENEJACAM,725734.991,4374346.408,6733,66330,155,963680936.0,"{""coordinates"": [-0.37512061742234476, 39.489118545050445], ""type"": ""Point""}","39.489118545050445, -0.37512061742234476",sin_hogar,"[39.489118545050445, -0.37512061742234476]",pills
0,21913,GRAN ASOCIACIÓN DE BENEFICENCIA NUESTRA SEÑORA DE LOS DESAMPARADOS,725576.693,4372959.258,5457,12660,10,963913907.0,"{""coordinates"": [-0.3774288420502655, 39.47667413144375], ""type"": ""Point""}","39.47667413144375, -0.3774288420502655",toda_poblacion,"[39.47667413144375, -0.3774288420502655]",pills
1,21964,COORDINADORA VALENCIANA DE ONGDS,725294.339,4372823.069,3338,50520,9,963913749.0,"{""coordinates"": [-0.38075429621298995, 39.475522234641836], ""type"": ""Point""}","39.475522234641836, -0.38075429621298995",toda_poblacion,"[39.475522234641836, -0.38075429621298995]",pills
2,22004,ASOCIACIÓN DE DAMAS DE SAN VICENTE FERRER,726185.978,4372342.675,1502,60510,3,963524236.0,"{""coordinates"": [-0.37056131568130196, 39.47096427648013], ""type"": ""Point""}","39.47096427648013, -0.37056131568130196",toda_poblacion,"[39.47096427648013, -0.37056131568130196]",pills
4,23490,FUNDACIÓN PARA LA FORMACIÓN Y EL EMPLEO,726073.247,4373744.35,9630,20520,1,963935150.0,"{""coordinates"": [-0.3713953873296423, 39.483610529742066], ""type"": ""Point""}","39.483610529742066, -0.3713953873296423",toda_poblacion,"[39.483610529742066, -0.3713953873296423]",pills
5,23590,CENTRO MUNICIPAL DE SERVICIOS SOCIALES CAMPANAR,723900.5372668,4373285.14935593,3262,34410,S/N,962082775.0,"{""coordinates"": [-0.3967876030283791, 39.48004530660248], ""type"": ""Point""}","39.48004530660248, -0.3967876030283791",toda_poblacion,"[39.48004530660248, -0.3967876030283791]",pills
6,23595,CENTRO MUNICIPAL DE SERVICIOS SOCIALES NAZARET,729471.38081836,4369945.8417236,3267,55710,94,963525478.0,"{""coordinates"": [-0.33188604432565705, 39.4503734088398], ""type"": ""Point""}","39.4503734088398, -0.33188604432565705",toda_poblacion,"[39.4503734088398, -0.33188604432565705]",pills
7,23614,ASOCIACIÓN VALENCIANA DE TRASPLANTES DE PULMÓN,725264.543,4369906.993,9850,37390,6,657106881.0,"{""coordinates"": [-0.3820846032866895, 39.449281822652914], ""type"": ""Point""}","39.449281822652914, -0.3820846032866895",toda_poblacion,"[39.449281822652914, -0.3820846032866895]",pills
10,23856,ASOCIACIÓN JUVENIL CLUB DIEMAL,726854.761,4372971.77,193,24540,12,963612150.0,"{""coordinates"": [-0.3625803940629895, 39.476450795718264], ""type"": ""Point""}","39.476450795718264, -0.3625803940629895",toda_poblacion,"[39.476450795718264, -0.3625803940629895]",pills
11,23881,ASOCIACIÓN DE CARIDAD SAN VICENTE DE PAUL,725156.074,4373192.065,1501,9930,11,963924546.0,"{""coordinates"": [-0.38223559896943715, 39.478879822931674], ""type"": ""Point""}","39.478879822931674, -0.38223559896943715",toda_poblacion,"[39.478879822931674, -0.38223559896943715]",pills
12,23885,ABOGADOS.TURNO DE OFICIO,726284.331,4372825.633,9304,18750,2,963940635.0,"{""coordinates"": [-0.3692552461840875, 39.47528558145745], ""type"": ""Point""}","39.47528558145745, -0.3692552461840875",toda_poblacion,"[39.47528558145745, -0.3692552461840875]",pills
13,23933,ACECOVA. ASOCIACIÓN DE CELÍACOS DE LA COMUNIDAD VALENCIANA,724195.434,4371897.127,9309,18390,25,963857165.0,"{""coordinates"": [-0.39382879870503634, 39.46747454581961], ""type"": ""Point""}","39.46747454581961, -0.39382879870503634",toda_poblacion,"[39.46747454581961, -0.39382879870503634]",pills
14,23934,ASOCIACIÓN VALENCIANA DE ESPINA BÍFIDA,724507.504,4374444.539,488,59670,6,963482866.0,"{""coordinates"": [-0.3893470264310636, 39.49032309019765], ""type"": ""Point""}","39.49032309019765, -0.3893470264310636",toda_poblacion,"[39.49032309019765, -0.3893470264310636]",pills
15,23936,ASOCIACIÓN VALENCIANA CONTRA LOS TRASTORNOS ALIMENTARIOS,725464.533,4374455.198,9530,49500,39,963497415.0,"{""coordinates"": [-0.378225651229141, 39.49016871111767], ""type"": ""Point""}","39.49016871111767, -0.378225651229141",toda_poblacion,"[39.49016871111767, -0.378225651229141]",pills
16,24004,AVAAR. ASOCIACIÓN VALENCIANA DE AFECTADOS DE ARTRITIS,724349.367,4374528.34,1524,38940,57,608703472.0,"{""coordinates"": [-0.39115590155217794, 39.49111866304938], ""type"": ""Point""}","39.49111866304938, -0.39115590155217794",toda_poblacion,"[39.49111866304938, -0.39115590155217794]",pills
18,24007,CALCSICOVA. COORDINADORA DE LUCHA CONTRA EL SIDA COMUNIDAD VALENCIANA,724808.082,4370362.223,9554,32160,24,685470842.0,"{""coordinates"": [-0.38723094134087094, 39.45349871695349], ""type"": ""Point""}","39.45349871695349, -0.38723094134087094",toda_poblacion,"[39.45349871695349, -0.38723094134087094]",pills
19,24013,AVADIS. ASOCIACIÓN VALENCIANA PARA LA DISLEXIA Y OTROS PROBLEMAS DE APRENDIZAJE,723532.426,4371082.317,9540,81273,8,656428505.0,"{""coordinates"": [-0.4018014516317013, 39.46031257022199], ""type"": ""Point""}","39.46031257022199, -0.4018014516317013",toda_poblacion,"[39.46031257022199, -0.4018014516317013]",pills
20,24018,RSP. RED DE SOLIDARIDAD POPULAR,724742.814,4374314.939,10197,53640,129,96.0,"{""coordinates"": [-0.38665712732883456, 39.489095084517864], ""type"": ""Point""}","39.489095084517864, -0.38665712732883456",toda_poblacion,"[39.489095084517864, -0.38665712732883456]",pills
22,24102,ASOCIACION CARENA. APOYO PSICOLÓGICO EN EL CÁNCER.,725676.922,4372754.554,10199,72270,18,963923898.0,"{""coordinates"": [-0.37633398231775694, 39.47480528173911], ""type"": ""Point""}","39.47480528173911, -0.37633398231775694",toda_poblacion,"[39.47480528173911, -0.37633398231775694]",pills
23,24107,ASSOCIACIÓ JOSE LUIS SAMPEDRO PER LA SALUT I LA CULTURA,723597.395,4373811.708,10183,81278,15,635317241.0,"{""coordinates"": [-0.4001321391082692, 39.484863851636], ""type"": ""Point""}","39.484863851636, -0.4001321391082692",toda_poblacion,"[39.484863851636, -0.4001321391082692]",pills
24,24108,CÁRITAS PARROQUIA BUEN PASTOR,724688.069,4372239.922,10201,28080,22,963851643.0,"{""coordinates"": [-0.38799226850507057, 39.47043168838238], ""type"": ""Point""}","39.47043168838238, -0.38799226850507057",toda_poblacion,"[39.47043168838238, -0.38799226850507057]",pills
25,24158,TELÉFONO DE LA ESPERANZA,724925.719,4372427.041,6459,28800,9,914590055.0,"{""coordinates"": [-0.385169184204507, 39.47205392075711], ""type"": ""Point""}","39.47205392075711, -0.385169184204507",toda_poblacion,"[39.47205392075711, -0.385169184204507]",pills
27,24178,CENTRO MUNICIPAL DE SERVICIOS SOCIALES TRAFALGAR,728408.666,4371343.116,3271,73560,34,962082729.0,"{""coordinates"": [-0.3450903330925213, 39.46138037483074], ""type"": ""Point""}","39.46138037483074, -0.3450903330925213",toda_poblacion,"[39.46138037483074, -0.3450903330925213]",pills
28,24377,CRUZ ROJA ESPAÑOLA,722535.064,4371209.624,10017,81797,2,963802244.0,"{""coordinates"": [-0.4133406061352435, 39.46171685465613], ""type"": ""Point""}","39.46171685465613, -0.4133406061352435",toda_poblacion,"[39.46171685465613, -0.4133406061352435]",pills
29,23598,CENTRO MUNICIPAL DE SERVICIOS SOCIALES QUATRE CARRERES,726872.0788976,4370586.55753951,3269,81215,3,962084080.0,"{""coordinates"": [-0.3635595004474338, 39.45493799962195], ""type"": ""Point""}","39.45493799962195, -0.3635595004474338",toda_poblacion,"[39.45493799962195, -0.3635595004474338]",pills
31,21857,GRUPO ESPAI. GRUPO DE ESPECALISTAS EN PSICOLOGÍA APLICADA E INVESTIGACIÓN,726042.388,4372402.745,9643,59250,19,963514717.0,"{""coordinates"": [-0.3722085658280781, 39.47154269447517], ""type"": ""Point""}","39.47154269447517, -0.3722085658280781",toda_poblacion,"[39.47154269447517, -0.3722085658280781]",pills
32,21886,CENTRO MUNICIPAL DE SERVICIOS SOCIALES SANT MARCEL.LÍ,724627.59210331,4369157.7826894,3264,67020,S/N,962082865.0,"{""coordinates"": [-0.3897316815263893, 39.44270429378943], ""type"": ""Point""}","39.44270429378943, -0.3897316815263893",toda_poblacion,"[39.44270429378943, -0.3897316815263893]",pills
33,21947,CÁRITAS PARROQUIAL NUESTRA SEÑORA DE LOURDES,727822.359,4372645.496,9556,63600,21,963690557.0,"{""coordinates"": [-0.3514537632613515, 39.47325840709569], ""type"": ""Point""}","39.47325840709569, -0.3514537632613515",toda_poblacion,"[39.47325840709569, -0.3514537632613515]",pills
34,21970,MISIÓN URBANA,725272.758,4372380.139,5460,65220,15,963924849.0,"{""coordinates"": [-0.3811545358520682, 39.47154098740297], ""type"": ""Point""}","39.47154098740297, -0.3811545358520682",toda_poblacion,"[39.47154098740297, -0.3811545358520682]",pills
37,22012,ASDU - APOYO EN EL DUELO,723108.862,4371737.944,1984,73920,10,627344338.0,"{""coordinates"": [-0.4065007739895166, 39.46632397583602], ""type"": ""Point""}","39.46632397583602, -0.4065007739895166",toda_poblacion,"[39.46632397583602, -0.4065007739895166]",user-injured
38,22025,ASOCIACIÓN ASPERGER VALENCIA,723634.52,4370773.25,9491,81341,S/N,963256912.0,"{""coordinates"": [-0.4007195184981621, 39.45750405001391], ""type"": ""Point""}","39.45750405001391, -0.4007195184981621",toda_poblacion,"[39.45750405001391, -0.4007195184981621]",user-injured
39,23550,CENTRO PSICOLÓGICO CONDUCTUAL,725087.569,4371216.196,9586,44220,31,963326238.0,"{""coordinates"": [-0.38369791860400704, 39.461112531729086], ""type"": ""Point""}","39.461112531729086, -0.38369791860400704",toda_poblacion,"[39.461112531729086, -0.38369791860400704]",user-injured
40,23558,CENTRO MUNICIPAL DE SERVICIOS SOCIALES LA SAÏDIA,725484.602,4374246.696,10125,12300,14,963127183.0,"{""coordinates"": [-0.37806304860770956, 39.488286694254114], ""type"": ""Point""}","39.488286694254114, -0.37806304860770956",toda_poblacion,"[39.488286694254114, -0.37806304860770956]",user-injured
41,23596,CENTRO MUNICIPAL DE SERVICIOS SOCIALES SALVADOR ALLENDE,726108.58490323,4375145.2639709,3270,68370,3,962084650.0,"{""coordinates"": [-0.3705096500948863, 39.496210994796485], ""type"": ""Point""}","39.496210994796485, -0.3705096500948863",toda_poblacion,"[39.496210994796485, -0.3705096500948863]",user-injured
42,23729,FUNDACIÓN PROYECTO SENIOR (F.P.S.),724429.593,4372866.79,9632,25320,11,962057750.0,"{""coordinates"": [-0.3907832264781883, 39.47614172214926], ""type"": ""Point""}","39.47614172214926, -0.3907832264781883",toda_poblacion,"[39.47614172214926, -0.3907832264781883]",user-injured
43,23744,CREA ESPAÑA,725281.149,4373712.72,10193,24690,3,615450057.0,"{""coordinates"": [-0.3806069356346396, 39.48353359370824], ""type"": ""Point""}","39.48353359370824, -0.3806069356346396",toda_poblacion,"[39.48353359370824, -0.3806069356346396]",user-injured
44,23783,FUNDACIÓN INICIATIVA SOLIDARIA ÁNGEL TOMÁS,725832.483,4374618.517,9625,66330,192,963667878.0,"{""coordinates"": [-0.3738958802346723, 39.491542238888904], ""type"": ""Point""}","39.491542238888904, -0.3738958802346723",toda_poblacion,"[39.491542238888904, -0.3738958802346723]",user-injured
45,23929,ALCE. ASOCIACIÓN DE EPILEPSIA DE LA COMUNIDAD VALENCIANA,725129.808,4373806.387,9471,57450,3,600315079.0,"{""coordinates"": [-0.38234249943022697, 39.48441300024276], ""type"": ""Point""}","39.48441300024276, -0.38234249943022697",toda_poblacion,"[39.48441300024276, -0.38234249943022697]",user-injured
47,23932,ASOCIACIÓN VALENCIANA DE FIBROSIS QUÍSTICA,728133.635,4372550.117,474,29280,4,963567616.0,"{""coordinates"": [-0.347871279439709, 39.47231745530598], ""type"": ""Point""}","39.47231745530598, -0.347871279439709",toda_poblacion,"[39.47231745530598, -0.347871279439709]",user-injured
48,23938,ASOCIACIÓN VALENCIANA SÍNDROME DE RETT,726616.507,4370379.27,491,71640,28,963740333.0,"{""coordinates"": [-0.366227975676957, 39.45317823727512], ""type"": ""Point""}","39.45317823727512, -0.366227975676957",toda_poblacion,"[39.45317823727512, -0.366227975676957]",user-injured
49,23955,ASOCIACIÓN DE JURISTAS SOLIDARIOS - AJUSO,726170.943,4371546.428,1496,59190,12,626126124.0,"{""coordinates"": [-0.37100582553895123, 39.4638011087331], ""type"": ""Point""}","39.4638011087331, -0.37100582553895123",toda_poblacion,"[39.4638011087331, -0.37100582553895123]",user-injured
51,24005,ASOCIACIÓN DE ENFERMOS DE FIEBRE MEDITERRÁNEA FAMILIAR DE ESPAÑA,726116.38,4370548.094,9501,11070,4,645378068.0,"{""coordinates"": [-0.37197761751360897, 39.45482929234234], ""type"": ""Point""}","39.45482929234234, -0.37197761751360897",toda_poblacion,"[39.45482929234234, -0.37197761751360897]",user-injured
52,24034,AMINSA. AGRUPACIÓN MEDITERRÁNEA DE INGENIERIA S.A.,727422.013,4373509.926,9693,40650,23,963624708.0,"{""coordinates"": [-0.3558085560434731, 39.481145020477186], ""type"": ""Point""}","39.481145020477186, -0.3558085560434731",toda_poblacion,"[39.481145020477186, -0.3558085560434731]",user-injured
57,24207,ADEMVA.ASOCIACIÓN DE ESCLEROSIS MÚLTIPLE VIRGEN DE LOS DESAMPARADOS,723593.0,4372245.25,9187,50700,S/N,962069090.0,"{""coordinates"": [-0.4007083904028214, 39.47076480245012], ""type"": ""Point""}","39.47076480245012, -0.4007083904028214",toda_poblacion,"[39.47076480245012, -0.4007083904028214]",user-injured
58,24211,DIRECCIÓN TERRITORIAL DE BIENESTAR SOCIAL,725387.0,4372299.08,3495,8790,36,12.0,"{""coordinates"": [-0.3798551352351731, 39.470781453226465], ""type"": ""Point""}","39.470781453226465, -0.3798551352351731",toda_poblacion,"[39.470781453226465, -0.3798551352351731]",user-injured
60,24350,ASOCIACIÓN DE HEMOFILIA DE LA COMUNIDAD VALENCIANA (ASHECOVA),723659.395,4371686.11,485,81125,2,960069750.0,"{""coordinates"": [-0.40012471987411014, 39.46571454745438], ""type"": ""Point""}","39.46571454745438, -0.40012471987411014",toda_poblacion,"[39.46571454745438, -0.40012471987411014]",user-injured
61,24351,ASOCIACIÓN VALENCIANA DE AFECTADOS DE FIBROMIALGIA -  AVAFI,726648.143,4371475.736,1525,38430,63,963959794.0,"{""coordinates"": [-0.3654883879883445, 39.463039314544154], ""type"": ""Point""}","39.463039314544154, -0.3654883879883445",toda_poblacion,"[39.463039314544154, -0.3654883879883445]",user-injured
62,24352,ASOCIACIÓN VALENCIANA DE DIABETES,725388.057,4372172.52,482,81292,2,963481588.0,"{""coordinates"": [-0.3798856164450737, 39.46964198646017], ""type"": ""Point""}","39.46964198646017, -0.3798856164450737",toda_poblacion,"[39.46964198646017, -0.3798856164450737]",user-injured
65,24456,APIPCV.ASOCIACION DE POLIO Y SINDROME POSPOLIO DE LA COMUNITAT VALENCIANA,725993.656,4373491.349,10169,60180,4,600247265.0,"{""coordinates"": [-0.3724056525046962, 39.48135414936116], ""type"": ""Point""}","39.48135414936116, -0.3724056525046962",toda_poblacion,"[39.48135414936116, -0.3724056525046962]",user-injured
66,21868,SENIORS ESPAÑOLES PARA LA COOPERACION TÉCNICA-SECOT,725507.629,4372293.568,6795,32640,3,963152000.0,"{""coordinates"": [-0.37845605103911506, 39.470700243875186], ""type"": ""Point""}","39.470700243875186, -0.37845605103911506",toda_poblacion,"[39.470700243875186, -0.37845605103911506]",user-injured
67,21882,FUNDACIÓN ODONTOLOGIA SOLIDARIA,725185.28,4372588.459,5464,8340,23,963154609.0,"{""coordinates"": [-0.3821001680603941, 39.47343900747369], ""type"": ""Point""}","39.47343900747369, -0.3821001680603941",toda_poblacion,"[39.47343900747369, -0.3821001680603941]",user-injured
68,21952,CENTRO MUNICIPAL DE SERVICIOS SOCIALES OLIVERETA,723753.49838824,4372243.56821923,3268,12480,12,962084680.0,"{""coordinates"": [-0.3988449462805764, 39.4707079572029], ""type"": ""Point""}","39.4707079572029, -0.3988449462805764",toda_poblacion,"[39.4707079572029, -0.3988449462805764]",user-injured
71,22000,INFOCIUDAD - ASOCIACIÓN CASA DE LOS OBREROS SAN VICENTE FERRER,725516.472,4372947.765,1499,12660,31,963916677.0,"{""coordinates"": [-0.3781321745777245, 39.47658646427], ""type"": ""Point""}","39.47658646427, -0.3781321745777245",toda_poblacion,"[39.47658646427, -0.3781321745777245]",user-injured
72,22006,ASOCIACIÓN EL RASTRELL,726127.264,4373328.498,9514,77670,21,963623509.0,"{""coordinates"": [-0.3709089717922361, 39.47985320802563], ""type"": ""Point""}","39.47985320802563, -0.3709089717922361",toda_poblacion,"[39.47985320802563, -0.3709089717922361]",user-injured
73,22010,ASOCIACIÓN VIKTOR FRANKL,726093.097,4372260.996,9531,25530,34,963510113.0,"{""coordinates"": [-0.37166768394363575, 39.470253475570196], ""type"": ""Point""}","39.470253475570196, -0.37166768394363575",toda_poblacion,"[39.470253475570196, -0.37166768394363575]",user-injured
74,22222,SAUS. SERVICIO DE ATENCIÓN A URGENCIAS SOCIALES Y COLABORACIÓN EN EMERGENCIAS,725069.458,4372139.461,9675,45480,20,92092.0,"{""coordinates"": [-0.38359682819908925, 39.46942777808432], ""type"": ""Point""}","39.46942777808432, -0.38359682819908925",toda_poblacion,"[39.46942777808432, -0.38359682819908925]",user-injured
75,23491,FUNDACIÓN TERAPIA DE REENCUENTRO,729094.844,4372514.532,9636,10650,1,963728398.0,"{""coordinates"": [-0.3367204242488694, 39.47174185528687], ""type"": ""Point""}","39.47174185528687, -0.3367204242488694",toda_poblacion,"[39.47174185528687, -0.3367204242488694]",user-injured
77,23608,"LAMBDA COLECTIVO DE LESBIANAS, GAYS, TRANSEXUALES Y BISEXUALES",727846.889,4372630.176,3487,63600,22,963342191.0,"{""coordinates"": [-0.35117410864436827, 39.473114018803884], ""type"": ""Point""}","39.473114018803884, -0.35117410864436827",toda_poblacion,"[39.473114018803884, -0.35117410864436827]",user-injured
78,23618,ACCU. ASOCIACIÓN DE ENFERMOS DE CROHN Y COLITIS ULCEROSA,725388.057,4372172.52,9301,8790,48,963520598.0,"{""coordinates"": [-0.3798856164450737, 39.46964198646017], ""type"": ""Point""}","39.46964198646017, -0.3798856164450737",toda_poblacion,"[39.46964198646017, -0.3798856164450737]",user-injured
79,23654,CENTRO MUNICIPAL DE SERVICIOS SOCIALES PATRAIX,724178.2183866,4371365.98722283,3265,66480,13,962084670.0,"{""coordinates"": [-0.394207159942907, 39.46269808287061], ""type"": ""Point""}","39.46269808287061, -0.394207159942907",toda_poblacion,"[39.46269808287061, -0.394207159942907]",user-injured
80,23684,INFOCIUDAD - ASOCIACIÓN DE VECINOS ORRIOLS - RASACANYA,726142.111,4374530.352,10170,69360,12,655563218.0,"{""coordinates"": [-0.3703288262858909, 39.4906673075922], ""type"": ""Point""}","39.4906673075922, -0.3703288262858909",toda_poblacion,"[39.4906673075922, -0.3703288262858909]",user-injured
81,23690,CENTRE DE RECURSOS 'JUST RAMIREZ',725266.761,4372740.027,9562,70170,10,963922088.0,"{""coordinates"": [-0.3811026473774138, 39.47478197717302], ""type"": ""Point""}","39.47478197717302, -0.3811026473774138",toda_poblacion,"[39.47478197717302, -0.3811026473774138]",user-injured
82,23748,FUNDACIÓN POR LA JUSTICIA DE LA COMUNIDAD VALENCIANA,724344.93,4372338.562,10171,41880,57,961047335.0,"{""coordinates"": [-0.39194422373030147, 39.4714090762745], ""type"": ""Point""}","39.4714090762745, -0.39194422373030147",toda_poblacion,"[39.4714090762745, -0.39194422373030147]",user-injured
83,23799,ASOCIACIÓN ENFERMOS DE HEPATITIS C,725388.057,4372172.52,1518,8790,48,963509187.0,"{""coordinates"": [-0.3798856164450737, 39.46964198646017], ""type"": ""Point""}","39.46964198646017, -0.3798856164450737",toda_poblacion,"[39.46964198646017, -0.3798856164450737]",user-injured
85,23927,ASOCIACIÓN VALENCIANA PARA LA LUCHA CONTRA LA ANOREXIA Y LA BULIMIA - AVALCAB,725639.62,4373750.169,477,41430,12,963462120.0,"{""coordinates"": [-0.37643033523641756, 39.48377673980659], ""type"": ""Point""}","39.48377673980659, -0.37643033523641756",toda_poblacion,"[39.48377673980659, -0.37643033523641756]",user-injured
86,23937,ASOCIACIÓN ESPAÑOLA CONTRA EL CÁNCER,726779.02,4372772.92,458,60630,9ac,963391400.0,"{""coordinates"": [-0.36352772569636216, 39.4746809387457], ""type"": ""Point""}","39.4746809387457, -0.36352772569636216",toda_poblacion,"[39.4746809387457, -0.36352772569636216]",user-injured
87,23942,COMEDOR SOCIAL SAN JOSÉ,727073.559,4374114.252,3490,61650,5,963690531.0,"{""coordinates"": [-0.3596500950616476, 39.48667659834158], ""type"": ""Point""}","39.48667659834158, -0.3596500950616476",toda_poblacion,"[39.48667659834158, -0.3596500950616476]",user-injured
88,24002,ATHEP. ASOCIACIÓN DE ENFERMOS Y TRASPLANTADOS HEPÁTICOS DE LA COMUNIDAD VALENCIANA,725430.928,4369645.622,9537,44460,100,963463033.0,"{""coordinates"": [-0.3802410722239011, 39.446885637420536], ""type"": ""Point""}","39.446885637420536, -0.3802410722239011",toda_poblacion,"[39.446885637420536, -0.3802410722239011]",user-injured
89,24023,ENTIDAD RELIGIOSA SIERVAS DE JESÚS,726882.379,4371566.663,3515,66420,58,963742648.0,"{""coordinates"": [-0.36273746768906984, 39.46379606301067], ""type"": ""Point""}","39.46379606301067, -0.36273746768906984",toda_poblacion,"[39.46379606301067, -0.36273746768906984]",user-injured
90,24096,COMISIÓN DIOCESANA DE ACCIÓN SOCIAL,725859.63,4372714.075,3491,7650,12,963158219.0,"{""coordinates"": [-0.37422566042963296, 39.47439299534256], ""type"": ""Point""}","39.47439299534256, -0.37422566042963296",toda_poblacion,"[39.47439299534256, -0.37422566042963296]",user-injured
94,24248,EL PUCHERO. COCINA SOLIDARIA,726105.647,4375127.201,10164,68370,6,651870721.0,"{""coordinates"": [-0.3705499118520395, 39.496049180762924], ""type"": ""Point""}","39.496049180762924, -0.3705499118520395",toda_poblacion,"[39.496049180762924, -0.3705499118520395]",user-injured
96,24291,RED ALQUILA,725296.889,4372414.839,9661,76620,14,902365044.0,"{""coordinates"": [-0.3808625633318554, 39.47184701274054], ""type"": ""Point""}","39.47184701274054, -0.3808625633318554",toda_poblacion,"[39.47184701274054, -0.3808625633318554]",user-injured
97,24292,SOSTRE. ARQUITECTURA Y COOPERACIÓ,725594.132,4373778.386,10194,77370,14,963173794.0,"{""coordinates"": [-0.3769491680173898, 39.48404265361042], ""type"": ""Point""}","39.48404265361042, -0.3769491680173898",toda_poblacion,"[39.48404265361042, -0.3769491680173898]",user-injured
99,24334,CENTRO MUNICIPAL DE SERVICIOS SOCIALES BENIMACLET,727139.1805291,4374032.67269856,3261,69570,15,962084380.0,"{""coordinates"": [-0.3589156230263944, 39.48592497882154], ""type"": ""Point""}","39.48592497882154, -0.3589156230263944",toda_poblacion,"[39.48592497882154, -0.3589156230263944]",user-injured
100,24335,CENTRO MUNICIPAL DE SERVICIOS SOCIALES CIUTAT VELLA,725392.91320549,4373063.03520921,3263,48000,2,962084167.0,"{""coordinates"": [-0.37952831029166195, 39.47765640116092], ""type"": ""Point""}","39.47765640116092, -0.37952831029166195",toda_poblacion,"[39.47765640116092, -0.37952831029166195]",user-injured
101,24353,ASOCIACIÓN AFECTADOS RETINOSIS PIGMENTARIA - COMUNIDAD VALENCIANA,725388.057,4372172.52,471,32640,3,963511735.0,"{""coordinates"": [-0.3798856164450737, 39.46964198646017], ""type"": ""Point""}","39.46964198646017, -0.3798856164450737",toda_poblacion,"[39.46964198646017, -0.3798856164450737]",user-injured
102,23594,CENTRO MUNICIPAL DE SERVICIOS SOCIALES MALVARROSA,729685.828,4373389.22,3266,81558,1,962082570.0,"{""coordinates"": [-0.32942262125134697, 39.479736067134205], ""type"": ""Point""}","39.479736067134205, -0.32942262125134697",toda_poblacion,"[39.479736067134205, -0.32942262125134697]",user-injured
